SalesOrderID,OrderDate,Day,WeekN0,Month,MonthShort,Year
43714,6/4/2011,Saturday,23,June,Jun,2011
43715,6/4/2011,Saturday,23,June,Jun,2011
43716,6/4/2011,Saturday,23,June,Jun,2011
43717,6/4/2011,Saturday,23,June,Jun,2011
43718,6/5/2011,Sunday,24,June,Jun,2011
43719,6/5/2011,Sunday,24,June,Jun,2011
43720,6/5/2011,Sunday,24,June,Jun,2011
43721,6/5/2011,Sunday,24,June,Jun,2011
43722,6/6/2011,Monday,24,June,Jun,2011
43723,6/6/2011,Monday,24,June,Jun,2011
43724,6/6/2011,Monday,24,June,Jun,2011
43725,6/7/2011,Tuesday,24,June,Jun,2011
43726,6/7/2011,Tuesday,24,June,Jun,2011
43727,6/7/2011,Tuesday,24,June,Jun,2011
43728,6/8/2011,Wednesday,24,June,Jun,2011
43729,6/8/2011,Wednesday,24,June,Jun,2011
43730,6/8/2011,Wednesday,24,June,Jun,2011
43731,6/8/2011,Wednesday,24,June,Jun,2011
43732,6/8/2011,Wednesday,24,June,Jun,2011
43733,6/8/2011,Wednesday,24,June,Jun,2011
43734,6/9/2011,Thursday,24,June,Jun,2011
43735,6/9/2011,Thursday,24,June,Jun,2011
43736,6/9/2011,Thursday,24,June,Jun,2011
43737,6/10/2011,Friday,24,June,Jun,2011
43738,6/10/2011,Friday,24,June,Jun,2011
43739,6/10/2011,Friday,24,June,Jun,2011
43740,6/10/2011,Friday,24,June,Jun,2011
43741,6/11/2011,Saturday,24,June,Jun,2011
43742,6/11/2011,Saturday,24,June,Jun,2011
43743,6/11/2011,Saturday,24,June,Jun,2011
43744,6/11/2011,Saturday,24,June,Jun,2011
43745,6/12/2011,Sunday,25,June,Jun,2011
43746,6/12/2011,Sunday,25,June,Jun,2011
43747,6/13/2011,Monday,25,June,Jun,2011
43748,6/13/2011,Monday,25,June,Jun,2011
43749,6/13/2011,Monday,25,June,Jun,2011
43750,6/13/2011,Monday,25,June,Jun,2011
43751,6/13/2011,Monday,25,June,Jun,2011
43752,6/13/2011,Monday,25,June,Jun,2011
43753,6/13/2011,Monday,25,June,Jun,2011
43754,6/14/2011,Tuesday,25,June,Jun,2011
43755,6/14/2011,Tuesday,25,June,Jun,2011
43756,6/14/2011,Tuesday,25,June,Jun,2011
43757,6/14/2011,Tuesday,25,June,Jun,2011
43758,6/15/2011,Wednesday,25,June,Jun,2011
43759,6/15/2011,Wednesday,25,June,Jun,2011
43760,6/15/2011,Wednesday,25,June,Jun,2011
43761,6/15/2011,Wednesday,25,June,Jun,2011
43762,6/16/2011,Thursday,25,June,Jun,2011
43763,6/16/2011,Thursday,25,June,Jun,2011
43764,6/16/2011,Thursday,25,June,Jun,2011
43765,6/16/2011,Thursday,25,June,Jun,2011
43766,6/17/2011,Friday,25,June,Jun,2011
43767,6/17/2011,Friday,25,June,Jun,2011
43768,6/18/2011,Saturday,25,June,Jun,2011
43769,6/18/2011,Saturday,25,June,Jun,2011
43770,6/18/2011,Saturday,25,June,Jun,2011
43771,6/18/2011,Saturday,25,June,Jun,2011
43772,6/18/2011,Saturday,25,June,Jun,2011
43773,6/18/2011,Saturday,25,June,Jun,2011
43774,6/18/2011,Saturday,25,June,Jun,2011
43775,6/18/2011,Saturday,25,June,Jun,2011
43776,6/19/2011,Sunday,26,June,Jun,2011
43777,6/19/2011,Sunday,26,June,Jun,2011
43778,6/19/2011,Sunday,26,June,Jun,2011
43779,6/19/2011,Sunday,26,June,Jun,2011
43780,6/20/2011,Monday,26,June,Jun,2011
43781,6/20/2011,Monday,26,June,Jun,2011
43782,6/20/2011,Monday,26,June,Jun,2011
43783,6/20/2011,Monday,26,June,Jun,2011
43784,6/21/2011,Tuesday,26,June,Jun,2011
43785,6/21/2011,Tuesday,26,June,Jun,2011
43786,6/21/2011,Tuesday,26,June,Jun,2011
43787,6/21/2011,Tuesday,26,June,Jun,2011
43788,6/21/2011,Tuesday,26,June,Jun,2011
43789,6/21/2011,Tuesday,26,June,Jun,2011
43790,6/21/2011,Tuesday,26,June,Jun,2011
43791,6/21/2011,Tuesday,26,June,Jun,2011
43792,6/21/2011,Tuesday,26,June,Jun,2011
43793,6/21/2011,Tuesday,26,June,Jun,2011
43794,6/21/2011,Tuesday,26,June,Jun,2011
43795,6/22/2011,Wednesday,26,June,Jun,2011
43796,6/22/2011,Wednesday,26,June,Jun,2011
43797,6/22/2011,Wednesday,26,June,Jun,2011
43798,6/22/2011,Wednesday,26,June,Jun,2011
43799,6/22/2011,Wednesday,26,June,Jun,2011
43800,6/23/2011,Thursday,26,June,Jun,2011
43801,6/23/2011,Thursday,26,June,Jun,2011
43802,6/23/2011,Thursday,26,June,Jun,2011
43803,6/24/2011,Friday,26,June,Jun,2011
43804,6/24/2011,Friday,26,June,Jun,2011
43805,6/24/2011,Friday,26,June,Jun,2011
43806,6/24/2011,Friday,26,June,Jun,2011
43807,6/25/2011,Saturday,26,June,Jun,2011
43808,6/25/2011,Saturday,26,June,Jun,2011
43809,6/25/2011,Saturday,26,June,Jun,2011
43810,6/25/2011,Saturday,26,June,Jun,2011
43811,6/25/2011,Saturday,26,June,Jun,2011
43812,6/26/2011,Sunday,27,June,Jun,2011
43813,6/26/2011,Sunday,27,June,Jun,2011
43814,6/26/2011,Sunday,27,June,Jun,2011
43815,6/26/2011,Sunday,27,June,Jun,2011
43816,6/26/2011,Sunday,27,June,Jun,2011
43817,6/26/2011,Sunday,27,June,Jun,2011
43818,6/26/2011,Sunday,27,June,Jun,2011
43819,6/26/2011,Sunday,27,June,Jun,2011
43820,6/27/2011,Monday,27,June,Jun,2011
43821,6/27/2011,Monday,27,June,Jun,2011
43822,6/27/2011,Monday,27,June,Jun,2011
43823,6/27/2011,Monday,27,June,Jun,2011
43824,6/27/2011,Monday,27,June,Jun,2011
43825,6/27/2011,Monday,27,June,Jun,2011
43826,6/27/2011,Monday,27,June,Jun,2011
43827,6/27/2011,Monday,27,June,Jun,2011
43828,6/28/2011,Tuesday,27,June,Jun,2011
43829,6/28/2011,Tuesday,27,June,Jun,2011
43830,6/28/2011,Tuesday,27,June,Jun,2011
43831,6/28/2011,Tuesday,27,June,Jun,2011
43832,6/28/2011,Tuesday,27,June,Jun,2011
43833,6/29/2011,Wednesday,27,June,Jun,2011
43834,6/29/2011,Wednesday,27,June,Jun,2011
43835,6/29/2011,Wednesday,27,June,Jun,2011
43836,6/29/2011,Wednesday,27,June,Jun,2011
43837,6/29/2011,Wednesday,27,June,Jun,2011
43838,6/30/2011,Thursday,27,June,Jun,2011
43839,6/30/2011,Thursday,27,June,Jun,2011
43840,6/30/2011,Thursday,27,June,Jun,2011
43841,6/30/2011,Thursday,27,June,Jun,2011
43842,6/30/2011,Thursday,27,June,Jun,2011
43843,7/1/2011,Friday,27,July,Jul,2011
43844,7/1/2011,Friday,27,July,Jul,2011
43845,7/1/2011,Friday,27,July,Jul,2011
43846,7/1/2011,Friday,27,July,Jul,2011
43847,7/1/2011,Friday,27,July,Jul,2011
43848,7/1/2011,Friday,27,July,Jul,2011
43849,7/1/2011,Friday,27,July,Jul,2011
43850,7/1/2011,Friday,27,July,Jul,2011
43851,7/1/2011,Friday,27,July,Jul,2011
43852,7/1/2011,Friday,27,July,Jul,2011
43853,7/1/2011,Friday,27,July,Jul,2011
43854,7/1/2011,Friday,27,July,Jul,2011
43855,7/1/2011,Friday,27,July,Jul,2011
43856,7/1/2011,Friday,27,July,Jul,2011
43857,7/1/2011,Friday,27,July,Jul,2011
43858,7/1/2011,Friday,27,July,Jul,2011
43859,7/1/2011,Friday,27,July,Jul,2011
43860,7/1/2011,Friday,27,July,Jul,2011
43861,7/1/2011,Friday,27,July,Jul,2011
43862,7/1/2011,Friday,27,July,Jul,2011
43863,7/1/2011,Friday,27,July,Jul,2011
43864,7/1/2011,Friday,27,July,Jul,2011
43865,7/1/2011,Friday,27,July,Jul,2011
43866,7/1/2011,Friday,27,July,Jul,2011
43867,7/1/2011,Friday,27,July,Jul,2011
43868,7/1/2011,Friday,27,July,Jul,2011
43869,7/1/2011,Friday,27,July,Jul,2011
43870,7/1/2011,Friday,27,July,Jul,2011
43871,7/1/2011,Friday,27,July,Jul,2011
43872,7/1/2011,Friday,27,July,Jul,2011
43873,7/1/2011,Friday,27,July,Jul,2011
43874,7/1/2011,Friday,27,July,Jul,2011
43875,7/1/2011,Friday,27,July,Jul,2011
43876,7/1/2011,Friday,27,July,Jul,2011
43877,7/1/2011,Friday,27,July,Jul,2011
43878,7/1/2011,Friday,27,July,Jul,2011
43879,7/1/2011,Friday,27,July,Jul,2011
43880,7/1/2011,Friday,27,July,Jul,2011
43881,7/1/2011,Friday,27,July,Jul,2011
43882,7/1/2011,Friday,27,July,Jul,2011
43883,7/1/2011,Friday,27,July,Jul,2011
43884,7/1/2011,Friday,27,July,Jul,2011
43885,7/1/2011,Friday,27,July,Jul,2011
43886,7/1/2011,Friday,27,July,Jul,2011
43887,7/1/2011,Friday,27,July,Jul,2011
43888,7/1/2011,Friday,27,July,Jul,2011
43889,7/1/2011,Friday,27,July,Jul,2011
43890,7/1/2011,Friday,27,July,Jul,2011
43891,7/1/2011,Friday,27,July,Jul,2011
43892,7/1/2011,Friday,27,July,Jul,2011
43893,7/1/2011,Friday,27,July,Jul,2011
43894,7/1/2011,Friday,27,July,Jul,2011
43895,7/1/2011,Friday,27,July,Jul,2011
43896,7/1/2011,Friday,27,July,Jul,2011
43897,7/1/2011,Friday,27,July,Jul,2011
43898,7/1/2011,Friday,27,July,Jul,2011
43899,7/1/2011,Friday,27,July,Jul,2011
43900,7/1/2011,Friday,27,July,Jul,2011
43901,7/1/2011,Friday,27,July,Jul,2011
43902,7/1/2011,Friday,27,July,Jul,2011
43903,7/1/2011,Friday,27,July,Jul,2011
43904,7/1/2011,Friday,27,July,Jul,2011
43905,7/1/2011,Friday,27,July,Jul,2011
43906,7/1/2011,Friday,27,July,Jul,2011
43907,7/1/2011,Friday,27,July,Jul,2011
43908,7/1/2011,Friday,27,July,Jul,2011
43909,7/1/2011,Friday,27,July,Jul,2011
43910,7/1/2011,Friday,27,July,Jul,2011
43911,7/1/2011,Friday,27,July,Jul,2011
43912,7/1/2011,Friday,27,July,Jul,2011
43913,7/1/2011,Friday,27,July,Jul,2011
43914,7/1/2011,Friday,27,July,Jul,2011
43915,7/1/2011,Friday,27,July,Jul,2011
43916,7/1/2011,Friday,27,July,Jul,2011
43917,7/1/2011,Friday,27,July,Jul,2011
43918,7/1/2011,Friday,27,July,Jul,2011
43919,7/1/2011,Friday,27,July,Jul,2011
43920,7/1/2011,Friday,27,July,Jul,2011
43921,7/1/2011,Friday,27,July,Jul,2011
43922,7/1/2011,Friday,27,July,Jul,2011
43923,7/2/2011,Saturday,27,July,Jul,2011
43924,7/2/2011,Saturday,27,July,Jul,2011
43925,7/2/2011,Saturday,27,July,Jul,2011
43926,7/3/2011,Sunday,28,July,Jul,2011
43927,7/3/2011,Sunday,28,July,Jul,2011
43928,7/3/2011,Sunday,28,July,Jul,2011
43929,7/3/2011,Sunday,28,July,Jul,2011
43930,7/4/2011,Monday,28,July,Jul,2011
43931,7/4/2011,Monday,28,July,Jul,2011
43932,7/4/2011,Monday,28,July,Jul,2011
43933,7/4/2011,Monday,28,July,Jul,2011
43934,7/4/2011,Monday,28,July,Jul,2011
43935,7/5/2011,Tuesday,28,July,Jul,2011
43936,7/5/2011,Tuesday,28,July,Jul,2011
43937,7/5/2011,Tuesday,28,July,Jul,2011
43938,7/5/2011,Tuesday,28,July,Jul,2011
43939,7/5/2011,Tuesday,28,July,Jul,2011
43940,7/5/2011,Tuesday,28,July,Jul,2011
43941,7/6/2011,Wednesday,28,July,Jul,2011
43942,7/6/2011,Wednesday,28,July,Jul,2011
43943,7/6/2011,Wednesday,28,July,Jul,2011
43944,7/6/2011,Wednesday,28,July,Jul,2011
43945,7/6/2011,Wednesday,28,July,Jul,2011
43946,7/6/2011,Wednesday,28,July,Jul,2011
43947,7/6/2011,Wednesday,28,July,Jul,2011
43948,7/6/2011,Wednesday,28,July,Jul,2011
43949,7/7/2011,Thursday,28,July,Jul,2011
43950,7/7/2011,Thursday,28,July,Jul,2011
43951,7/7/2011,Thursday,28,July,Jul,2011
43952,7/7/2011,Thursday,28,July,Jul,2011
43953,7/8/2011,Friday,28,July,Jul,2011
43954,7/8/2011,Friday,28,July,Jul,2011
43955,7/8/2011,Friday,28,July,Jul,2011
43956,7/8/2011,Friday,28,July,Jul,2011
43957,7/9/2011,Saturday,28,July,Jul,2011
43958,7/9/2011,Saturday,28,July,Jul,2011
43959,7/9/2011,Saturday,28,July,Jul,2011
43960,7/9/2011,Saturday,28,July,Jul,2011
43961,7/10/2011,Sunday,29,July,Jul,2011
43962,7/10/2011,Sunday,29,July,Jul,2011
43963,7/10/2011,Sunday,29,July,Jul,2011
43964,7/10/2011,Sunday,29,July,Jul,2011
43965,7/10/2011,Sunday,29,July,Jul,2011
43966,7/10/2011,Sunday,29,July,Jul,2011
43967,7/11/2011,Monday,29,July,Jul,2011
43968,7/11/2011,Monday,29,July,Jul,2011
43969,7/11/2011,Monday,29,July,Jul,2011
43970,7/11/2011,Monday,29,July,Jul,2011
43971,7/11/2011,Monday,29,July,Jul,2011
43972,7/12/2011,Tuesday,29,July,Jul,2011
43973,7/12/2011,Tuesday,29,July,Jul,2011
43974,7/12/2011,Tuesday,29,July,Jul,2011
43975,7/12/2011,Tuesday,29,July,Jul,2011
43976,7/12/2011,Tuesday,29,July,Jul,2011
43977,7/12/2011,Tuesday,29,July,Jul,2011
43978,7/13/2011,Wednesday,29,July,Jul,2011
43979,7/13/2011,Wednesday,29,July,Jul,2011
43980,7/13/2011,Wednesday,29,July,Jul,2011
43981,7/13/2011,Wednesday,29,July,Jul,2011
43982,7/13/2011,Wednesday,29,July,Jul,2011
43983,7/14/2011,Thursday,29,July,Jul,2011
43984,7/14/2011,Thursday,29,July,Jul,2011
43985,7/14/2011,Thursday,29,July,Jul,2011
43986,7/14/2011,Thursday,29,July,Jul,2011
43987,7/15/2011,Friday,29,July,Jul,2011
43988,7/15/2011,Friday,29,July,Jul,2011
43989,7/15/2011,Friday,29,July,Jul,2011
43990,7/15/2011,Friday,29,July,Jul,2011
43991,7/15/2011,Friday,29,July,Jul,2011
43992,7/15/2011,Friday,29,July,Jul,2011
43993,7/17/2011,Sunday,30,July,Jul,2011
43994,7/18/2011,Monday,30,July,Jul,2011
43995,7/18/2011,Monday,30,July,Jul,2011
43996,7/18/2011,Monday,30,July,Jul,2011
43997,7/18/2011,Monday,30,July,Jul,2011
43998,7/18/2011,Monday,30,July,Jul,2011
43999,7/18/2011,Monday,30,July,Jul,2011
44000,7/19/2011,Tuesday,30,July,Jul,2011
44001,7/19/2011,Tuesday,30,July,Jul,2011
44002,7/19/2011,Tuesday,30,July,Jul,2011
44003,7/19/2011,Tuesday,30,July,Jul,2011
44004,7/19/2011,Tuesday,30,July,Jul,2011
44005,7/19/2011,Tuesday,30,July,Jul,2011
44006,7/19/2011,Tuesday,30,July,Jul,2011
44007,7/19/2011,Tuesday,30,July,Jul,2011
44008,7/20/2011,Wednesday,30,July,Jul,2011
44009,7/20/2011,Wednesday,30,July,Jul,2011
44010,7/20/2011,Wednesday,30,July,Jul,2011
44011,7/20/2011,Wednesday,30,July,Jul,2011
44012,7/20/2011,Wednesday,30,July,Jul,2011
44013,7/20/2011,Wednesday,30,July,Jul,2011
44014,7/21/2011,Thursday,30,July,Jul,2011
44015,7/21/2011,Thursday,30,July,Jul,2011
44016,7/21/2011,Thursday,30,July,Jul,2011
44017,7/21/2011,Thursday,30,July,Jul,2011
44018,7/21/2011,Thursday,30,July,Jul,2011
44019,7/21/2011,Thursday,30,July,Jul,2011
44020,7/21/2011,Thursday,30,July,Jul,2011
44021,7/21/2011,Thursday,30,July,Jul,2011
44022,7/22/2011,Friday,30,July,Jul,2011
44023,7/22/2011,Friday,30,July,Jul,2011
44024,7/22/2011,Friday,30,July,Jul,2011
44025,7/22/2011,Friday,30,July,Jul,2011
44026,7/22/2011,Friday,30,July,Jul,2011
44027,7/23/2011,Saturday,30,July,Jul,2011
44028,7/23/2011,Saturday,30,July,Jul,2011
44029,7/23/2011,Saturday,30,July,Jul,2011
44030,7/24/2011,Sunday,31,July,Jul,2011
44031,7/24/2011,Sunday,31,July,Jul,2011
44032,7/24/2011,Sunday,31,July,Jul,2011
44033,7/24/2011,Sunday,31,July,Jul,2011
44034,7/24/2011,Sunday,31,July,Jul,2011
44035,7/24/2011,Sunday,31,July,Jul,2011
44036,7/24/2011,Sunday,31,July,Jul,2011
44037,7/24/2011,Sunday,31,July,Jul,2011
44038,7/24/2011,Sunday,31,July,Jul,2011
44039,7/25/2011,Monday,31,July,Jul,2011
44040,7/25/2011,Monday,31,July,Jul,2011
44041,7/25/2011,Monday,31,July,Jul,2011
44042,7/26/2011,Tuesday,31,July,Jul,2011
44043,7/26/2011,Tuesday,31,July,Jul,2011
44044,7/26/2011,Tuesday,31,July,Jul,2011
44045,7/26/2011,Tuesday,31,July,Jul,2011
44046,7/26/2011,Tuesday,31,July,Jul,2011
44047,7/26/2011,Tuesday,31,July,Jul,2011
44048,7/26/2011,Tuesday,31,July,Jul,2011
44049,7/27/2011,Wednesday,31,July,Jul,2011
44050,7/27/2011,Wednesday,31,July,Jul,2011
44051,7/28/2011,Thursday,31,July,Jul,2011
44052,7/28/2011,Thursday,31,July,Jul,2011
44053,7/29/2011,Friday,31,July,Jul,2011
44054,7/29/2011,Friday,31,July,Jul,2011
44055,7/29/2011,Friday,31,July,Jul,2011
44056,7/29/2011,Friday,31,July,Jul,2011
44057,7/29/2011,Friday,31,July,Jul,2011
44058,7/29/2011,Friday,31,July,Jul,2011
44059,7/29/2011,Friday,31,July,Jul,2011
44060,7/29/2011,Friday,31,July,Jul,2011
44061,7/30/2011,Saturday,31,July,Jul,2011
44062,7/30/2011,Saturday,31,July,Jul,2011
44063,7/30/2011,Saturday,31,July,Jul,2011
44064,7/30/2011,Saturday,31,July,Jul,2011
44065,7/30/2011,Saturday,31,July,Jul,2011
44066,7/30/2011,Saturday,31,July,Jul,2011
44067,7/30/2011,Saturday,31,July,Jul,2011
44068,7/31/2011,Sunday,32,July,Jul,2011
44069,7/31/2011,Sunday,32,July,Jul,2011
44070,7/31/2011,Sunday,32,July,Jul,2011
44071,7/31/2011,Sunday,32,July,Jul,2011
44072,7/31/2011,Sunday,32,July,Jul,2011
44073,7/31/2011,Sunday,32,July,Jul,2011
44074,8/1/2011,Monday,32,August,Aug,2011
44075,8/1/2011,Monday,32,August,Aug,2011
44076,8/1/2011,Monday,32,August,Aug,2011
44077,8/1/2011,Monday,32,August,Aug,2011
44078,8/1/2011,Monday,32,August,Aug,2011
44079,8/1/2011,Monday,32,August,Aug,2011
44080,8/1/2011,Monday,32,August,Aug,2011
44081,8/1/2011,Monday,32,August,Aug,2011
44082,8/1/2011,Monday,32,August,Aug,2011
44083,8/1/2011,Monday,32,August,Aug,2011
44084,8/1/2011,Monday,32,August,Aug,2011
44085,8/1/2011,Monday,32,August,Aug,2011
44086,8/1/2011,Monday,32,August,Aug,2011
44087,8/1/2011,Monday,32,August,Aug,2011
44088,8/1/2011,Monday,32,August,Aug,2011
44089,8/1/2011,Monday,32,August,Aug,2011
44090,8/1/2011,Monday,32,August,Aug,2011
44091,8/1/2011,Monday,32,August,Aug,2011
44092,8/1/2011,Monday,32,August,Aug,2011
44093,8/1/2011,Monday,32,August,Aug,2011
44094,8/1/2011,Monday,32,August,Aug,2011
44095,8/1/2011,Monday,32,August,Aug,2011
44096,8/1/2011,Monday,32,August,Aug,2011
44097,8/1/2011,Monday,32,August,Aug,2011
44098,8/1/2011,Monday,32,August,Aug,2011
44099,8/1/2011,Monday,32,August,Aug,2011
44100,8/1/2011,Monday,32,August,Aug,2011
44101,8/1/2011,Monday,32,August,Aug,2011
44102,8/1/2011,Monday,32,August,Aug,2011
44103,8/1/2011,Monday,32,August,Aug,2011
44104,8/1/2011,Monday,32,August,Aug,2011
44105,8/1/2011,Monday,32,August,Aug,2011
44106,8/1/2011,Monday,32,August,Aug,2011
44107,8/1/2011,Monday,32,August,Aug,2011
44108,8/1/2011,Monday,32,August,Aug,2011
44109,8/1/2011,Monday,32,August,Aug,2011
44110,8/1/2011,Monday,32,August,Aug,2011
44111,8/1/2011,Monday,32,August,Aug,2011
44112,8/1/2011,Monday,32,August,Aug,2011
44113,8/1/2011,Monday,32,August,Aug,2011
44114,8/1/2011,Monday,32,August,Aug,2011
44115,8/1/2011,Monday,32,August,Aug,2011
44116,8/1/2011,Monday,32,August,Aug,2011
44117,8/1/2011,Monday,32,August,Aug,2011
44118,8/1/2011,Monday,32,August,Aug,2011
44119,8/1/2011,Monday,32,August,Aug,2011
44120,8/1/2011,Monday,32,August,Aug,2011
44121,8/1/2011,Monday,32,August,Aug,2011
44122,8/1/2011,Monday,32,August,Aug,2011
44123,8/1/2011,Monday,32,August,Aug,2011
44124,8/1/2011,Monday,32,August,Aug,2011
44125,8/1/2011,Monday,32,August,Aug,2011
44126,8/1/2011,Monday,32,August,Aug,2011
44127,8/1/2011,Monday,32,August,Aug,2011
44128,8/1/2011,Monday,32,August,Aug,2011
44129,8/1/2011,Monday,32,August,Aug,2011
44130,8/1/2011,Monday,32,August,Aug,2011
44131,8/1/2011,Monday,32,August,Aug,2011
44132,8/1/2011,Monday,32,August,Aug,2011
44133,8/1/2011,Monday,32,August,Aug,2011
44134,8/1/2011,Monday,32,August,Aug,2011
44135,8/1/2011,Monday,32,August,Aug,2011
44136,8/1/2011,Monday,32,August,Aug,2011
44137,8/1/2011,Monday,32,August,Aug,2011
44138,8/2/2011,Tuesday,32,August,Aug,2011
44139,8/2/2011,Tuesday,32,August,Aug,2011
44140,8/2/2011,Tuesday,32,August,Aug,2011
44141,8/2/2011,Tuesday,32,August,Aug,2011
44142,8/2/2011,Tuesday,32,August,Aug,2011
44143,8/2/2011,Tuesday,32,August,Aug,2011
44144,8/2/2011,Tuesday,32,August,Aug,2011
44145,8/2/2011,Tuesday,32,August,Aug,2011
44146,8/2/2011,Tuesday,32,August,Aug,2011
44147,8/2/2011,Tuesday,32,August,Aug,2011
44148,8/3/2011,Wednesday,32,August,Aug,2011
44149,8/3/2011,Wednesday,32,August,Aug,2011
44150,8/3/2011,Wednesday,32,August,Aug,2011
44151,8/3/2011,Wednesday,32,August,Aug,2011
44152,8/4/2011,Thursday,32,August,Aug,2011
44153,8/4/2011,Thursday,32,August,Aug,2011
44154,8/4/2011,Thursday,32,August,Aug,2011
44155,8/4/2011,Thursday,32,August,Aug,2011
44156,8/4/2011,Thursday,32,August,Aug,2011
44157,8/4/2011,Thursday,32,August,Aug,2011
44158,8/5/2011,Friday,32,August,Aug,2011
44159,8/5/2011,Friday,32,August,Aug,2011
44160,8/5/2011,Friday,32,August,Aug,2011
44161,8/6/2011,Saturday,32,August,Aug,2011
44162,8/6/2011,Saturday,32,August,Aug,2011
44163,8/6/2011,Saturday,32,August,Aug,2011
44164,8/6/2011,Saturday,32,August,Aug,2011
44165,8/6/2011,Saturday,32,August,Aug,2011
44166,8/6/2011,Saturday,32,August,Aug,2011
44167,8/6/2011,Saturday,32,August,Aug,2011
44168,8/7/2011,Sunday,33,August,Aug,2011
44169,8/7/2011,Sunday,33,August,Aug,2011
44170,8/7/2011,Sunday,33,August,Aug,2011
44171,8/7/2011,Sunday,33,August,Aug,2011
44172,8/7/2011,Sunday,33,August,Aug,2011
44173,8/8/2011,Monday,33,August,Aug,2011
44174,8/8/2011,Monday,33,August,Aug,2011
44175,8/8/2011,Monday,33,August,Aug,2011
44176,8/9/2011,Tuesday,33,August,Aug,2011
44177,8/9/2011,Tuesday,33,August,Aug,2011
44178,8/9/2011,Tuesday,33,August,Aug,2011
44179,8/9/2011,Tuesday,33,August,Aug,2011
44180,8/9/2011,Tuesday,33,August,Aug,2011
44181,8/9/2011,Tuesday,33,August,Aug,2011
44182,8/9/2011,Tuesday,33,August,Aug,2011
44183,8/10/2011,Wednesday,33,August,Aug,2011
44184,8/10/2011,Wednesday,33,August,Aug,2011
44185,8/10/2011,Wednesday,33,August,Aug,2011
44186,8/12/2011,Friday,33,August,Aug,2011
44187,8/12/2011,Friday,33,August,Aug,2011
44188,8/13/2011,Saturday,33,August,Aug,2011
44189,8/13/2011,Saturday,33,August,Aug,2011
44190,8/13/2011,Saturday,33,August,Aug,2011
44191,8/13/2011,Saturday,33,August,Aug,2011
44192,8/14/2011,Sunday,34,August,Aug,2011
44193,8/14/2011,Sunday,34,August,Aug,2011
44194,8/14/2011,Sunday,34,August,Aug,2011
44195,8/14/2011,Sunday,34,August,Aug,2011
44196,8/14/2011,Sunday,34,August,Aug,2011
44197,8/15/2011,Monday,34,August,Aug,2011
44198,8/15/2011,Monday,34,August,Aug,2011
44199,8/15/2011,Monday,34,August,Aug,2011
